id,parent,focus,signal,slack,drag,confidence,score,lane,kind,invariant,mutation
m001,g001,rollout width,111,11,9,47,533,ship,baseline,monotonic-signal,raise-signal
m002,g002,quota pressure,73,38,9,85,511,ship,edge,drag-penalty,drop-slack
m003,g003,route drift,106,71,39,22,493,ship,recovery,confidence-floor,raise-drag
m004,g004,secret scope,82,14,24,26,336,ship,negative,lane-boundary,lower-confidence
m005,g005,rollout width,126,23,42,52,528,ship,baseline,monotonic-signal,raise-signal
m006,g006,quota pressure,94,19,11,20,421,ship,edge,drag-penalty,drop-slack
m007,g007,route drift,86,71,46,51,450,ship,recovery,confidence-floor,raise-drag
m008,g008,secret scope,86,59,33,15,393,ship,negative,lane-boundary,lower-confidence
m009,g009,rollout width,54,56,32,64,360,ship,baseline,monotonic-signal,raise-signal
m010,g010,quota pressure,116,11,33,44,475,ship,edge,drag-penalty,drop-slack
m011,g011,route drift,111,42,42,81,564,ship,recovery,confidence-floor,raise-drag
m012,g012,secret scope,68,55,37,91,453,ship,negative,lane-boundary,lower-confidence
m013,g013,rollout width,103,29,34,77,522,ship,baseline,monotonic-signal,raise-signal
m014,g014,quota pressure,67,42,19,68,431,ship,edge,drag-penalty,drop-slack
m015,g015,route drift,57,68,41,68,377,ship,recovery,confidence-floor,raise-drag
m016,g016,secret scope,99,43,22,60,536,ship,negative,lane-boundary,lower-confidence
m017,g017,rollout width,89,33,17,37,445,ship,baseline,monotonic-signal,raise-signal
m018,g018,quota pressure,30,54,16,23,226,ship,edge,drag-penalty,drop-slack
m019,g019,route drift,52,14,45,64,229,ship,recovery,confidence-floor,raise-drag
m020,g020,secret scope,111,61,30,33,542,ship,negative,lane-boundary,lower-confidence
m021,g021,rollout width,109,17,27,84,557,ship,baseline,monotonic-signal,raise-signal
m022,g022,quota pressure,98,21,6,21,458,ship,edge,drag-penalty,drop-slack
m023,g023,route drift,56,42,46,38,246,ship,recovery,confidence-floor,raise-drag
m024,g024,secret scope,83,15,36,38,330,ship,negative,lane-boundary,lower-confidence
m025,g025,rollout width,109,38,36,105,614,ship,baseline,monotonic-signal,raise-signal
m026,g026,quota pressure,112,42,17,50,581,ship,edge,drag-penalty,drop-slack
m027,g027,route drift,77,28,16,27,370,ship,recovery,confidence-floor,raise-drag
m028,g028,secret scope,107,18,27,50,483,ship,negative,lane-boundary,lower-confidence
m029,g029,rollout width,91,15,38,43,366,ship,baseline,monotonic-signal,raise-signal
m030,g030,quota pressure,117,5,24,80,566,ship,edge,drag-penalty,drop-slack
m031,g031,route drift,50,54,25,103,439,ship,recovery,confidence-floor,raise-drag
m032,g032,secret scope,55,76,17,63,447,ship,negative,lane-boundary,lower-confidence
m033,g033,rollout width,123,19,18,67,610,ship,baseline,monotonic-signal,raise-signal
m034,g034,quota pressure,59,17,20,67,344,ship,edge,drag-penalty,drop-slack
m035,g035,route drift,35,35,29,72,267,ship,recovery,confidence-floor,raise-drag
m036,g036,secret scope,70,76,19,23,421,ship,negative,lane-boundary,lower-confidence
m037,g037,rollout width,56,64,4,22,384,ship,baseline,monotonic-signal,raise-signal
m038,g038,quota pressure,39,50,19,63,325,ship,edge,drag-penalty,drop-slack
m039,g039,route drift,39,27,14,45,258,ship,recovery,confidence-floor,raise-drag
m040,g040,secret scope,86,47,44,70,446,ship,negative,lane-boundary,lower-confidence
m041,g041,rollout width,78,60,43,20,343,ship,baseline,monotonic-signal,raise-signal
m042,g042,quota pressure,64,23,23,37,307,ship,edge,drag-penalty,drop-slack
m043,g043,route drift,109,58,22,50,586,ship,recovery,confidence-floor,raise-drag
m044,g044,secret scope,47,73,12,91,480,ship,negative,lane-boundary,lower-confidence
m045,g045,rollout width,117,48,33,49,563,ship,baseline,monotonic-signal,raise-signal
m046,g046,quota pressure,98,27,24,26,426,ship,edge,drag-penalty,drop-slack
m047,g047,route drift,52,70,28,62,388,ship,recovery,confidence-floor,raise-drag
m048,g048,secret scope,33,19,21,29,165,watch,negative,lane-boundary,lower-confidence
m049,g049,rollout width,80,66,44,79,478,ship,baseline,monotonic-signal,raise-signal
m050,g050,quota pressure,93,11,36,102,490,ship,edge,drag-penalty,drop-slack
m051,g051,route drift,64,37,19,75,423,ship,recovery,confidence-floor,raise-drag
m052,g052,secret scope,53,47,23,53,343,ship,negative,lane-boundary,lower-confidence
m053,g053,rollout width,60,20,9,66,385,ship,baseline,monotonic-signal,raise-signal
m054,g054,quota pressure,97,32,45,71,459,ship,edge,drag-penalty,drop-slack
m055,g055,route drift,36,58,51,35,177,ship,recovery,confidence-floor,raise-drag
m056,g056,secret scope,53,33,45,8,159,watch,negative,lane-boundary,lower-confidence
m057,g057,rollout width,74,23,5,62,451,ship,baseline,monotonic-signal,raise-signal
m058,g058,quota pressure,30,9,7,44,205,ship,edge,drag-penalty,drop-slack
m059,g059,route drift,60,21,11,82,413,ship,recovery,confidence-floor,raise-drag
m060,g060,secret scope,35,59,31,92,349,ship,negative,lane-boundary,lower-confidence
m061,g061,rollout width,79,11,4,36,398,ship,baseline,monotonic-signal,raise-signal
m062,g062,quota pressure,91,13,34,49,386,ship,edge,drag-penalty,drop-slack
m063,g063,route drift,96,33,36,103,548,ship,recovery,confidence-floor,raise-drag
m064,g064,secret scope,67,40,28,35,334,ship,negative,lane-boundary,lower-confidence
m065,g065,rollout width,109,11,8,25,484,ship,baseline,monotonic-signal,raise-signal
m066,g066,quota pressure,76,58,42,61,416,ship,edge,drag-penalty,drop-slack
m067,g067,route drift,111,66,46,41,520,ship,recovery,confidence-floor,raise-drag
m068,g068,secret scope,88,32,18,65,492,ship,negative,lane-boundary,lower-confidence
m069,g069,rollout width,89,52,9,101,635,ship,baseline,monotonic-signal,raise-signal
m070,g070,quota pressure,80,54,6,74,558,ship,edge,drag-penalty,drop-slack
m071,g071,route drift,39,39,13,65,325,ship,recovery,confidence-floor,raise-drag
m072,g072,secret scope,110,63,29,52,583,ship,negative,lane-boundary,lower-confidence
m073,g073,rollout width,114,8,21,70,549,ship,baseline,monotonic-signal,raise-signal
m074,g074,quota pressure,62,42,39,34,283,ship,edge,drag-penalty,drop-slack
m075,g075,route drift,88,43,15,20,433,ship,recovery,confidence-floor,raise-drag
m076,g076,secret scope,61,75,36,48,382,ship,negative,lane-boundary,lower-confidence
m077,g077,rollout width,60,24,30,43,284,ship,baseline,monotonic-signal,raise-signal
m078,g078,quota pressure,93,60,29,81,567,ship,edge,drag-penalty,drop-slack
m079,g079,route drift,74,27,37,104,447,ship,recovery,confidence-floor,raise-drag
m080,g080,secret scope,112,42,32,22,480,ship,negative,lane-boundary,lower-confidence
m081,g081,rollout width,55,52,34,48,318,ship,baseline,monotonic-signal,raise-signal
m082,g082,quota pressure,105,14,31,102,559,ship,edge,drag-penalty,drop-slack
m083,g083,route drift,94,48,23,47,497,ship,recovery,confidence-floor,raise-drag
m084,g084,secret scope,92,63,31,11,423,ship,negative,lane-boundary,lower-confidence
m085,g085,rollout width,59,38,19,60,375,ship,baseline,monotonic-signal,raise-signal
m086,g086,quota pressure,77,17,14,40,380,ship,edge,drag-penalty,drop-slack
m087,g087,route drift,94,25,20,77,520,ship,recovery,confidence-floor,raise-drag
m088,g088,secret scope,106,26,35,87,545,ship,negative,lane-boundary,lower-confidence
m089,g089,rollout width,80,64,27,73,513,ship,baseline,monotonic-signal,raise-signal
m090,g090,quota pressure,101,5,24,64,470,ship,edge,drag-penalty,drop-slack
m091,g091,route drift,76,29,52,64,334,ship,recovery,confidence-floor,raise-drag
m092,g092,secret scope,111,38,36,56,524,ship,negative,lane-boundary,lower-confidence
m093,g093,rollout width,53,45,33,33,269,ship,baseline,monotonic-signal,raise-signal
m094,g094,quota pressure,49,5,33,105,317,ship,edge,drag-penalty,drop-slack
m095,g095,route drift,108,74,21,60,637,ship,recovery,confidence-floor,raise-drag
m096,g096,secret scope,53,71,6,29,394,ship,negative,lane-boundary,lower-confidence
